,target,SMS,target_num,SMS_clean,SMS_encoded,len_SMS
1363,ham,"Yetunde, i'm sorry but moji and i seem too busy to be able to go shopping. Can you just please find some other way to get what you wanted us to get. Please forgive me. You can reply free via yahoo messenger.",0,yetunde m sorry moji busy able shopping find way want forgive reply free yahoo messenger,"[2052, 2, 31, 1660, 410, 307, 459, 71, 66, 15, 1943, 29, 12, 901, 2103]",15
1364,ham,Hey i will be really pretty late... You want to go for the lesson first? I will join you. I'm only reaching tp mrt,0,hey pretty late want lesson join m reach tp mrt,"[55, 528, 68, 15, 299, 223, 2, 141, 4761, 794]",10
1365,spam,"HOT LIVE FANTASIES call now 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870..k",1,hot live fantasy 08707509020 20p min ntt ltd po box 1327 croydon cr9 5wb 0870k,"[353, 129, 709, 1215, 1057, 77, 764, 510, 222, 198, 1058, 1059, 1060, 1061, 2918]",15
1366,ham,Bbq this sat at mine from 6ish. Ur welcome 2 come,0,bbq sit 6ish ur welcome 2 come,"[4762, 193, 4763, 4, 493, 3, 5]",7
1367,ham,"I don't know, same thing that's wrong everyso often, he panicks starts goin on bout not bein good enough Û_",0,know thing s wrong everyso panick start goin bout bein good û,"[8, 51, 6, 564, 4764, 4765, 101, 388, 523, 2005, 9, 561]",12
1368,ham,Alright. I'm out--have a good night!,0,alright m outhave good night,"[343, 2, 4766, 9, 47]",5
1369,ham,Did you try making another butt.,0,try butt,"[48, 2051]",2
1370,ham,Hope you are feeling great. Pls fill me in. Abiola,0,hope feel great pls fill abiola,"[46, 64, 52, 59, 657, 673]",6
1371,ham,I though we shd go out n have some fun so bar in town or something ÛÒ sound ok?,0,shd n fun bar town ûò sound ok,"[1055, 35, 243, 1303, 297, 827, 285, 10]",8
1372,ham,"1) Go to write msg 2) Put on Dictionary mode 3)Cover the screen with hand, 4)Press  &lt;#&gt; . 5)Gently remove Ur hand.. Its interesting..:)",0,1 write msg 2 dictionary mode 3cover screen hand 4press   ltgt   5gently remove ur hand interesting,"[79, 663, 82, 3, 1601, 846, 2104, 2105, 330, 2106, 11, 2107, 646, 4, 330, 1388]",16
1373,spam,"Bears Pic Nick, and Tom, Pete and ... Dick. In fact, all types try gay chat with photo upload call 08718730666 (10p/min). 2 stop texts call 08712460324",1,bear pic nick tom pete   dick fact type try gay chat photo upload 08718730666 10pmin 2 stop text 08712460324,"[1062, 241, 4767, 2108, 739, 1967, 710, 481, 48, 925, 118, 656, 1402, 2919, 765, 3, 28, 20, 1044]",19
1374,spam,"500 New Mobiles from 2004, MUST GO! Txt: NOKIA to No: 89545 & collect yours today!From ONLY å£1 www.4-tc.biz 2optout 087187262701.50gbp/mtmsg18 TXTAUCTION",1,500 new mobile 2004 txt nokia 89545   collect todayfrom å1 www4tcbiz 2optout 08718726270150gbpmtmsg18 txtauction,"[320, 37, 34, 875, 24, 104, 1836, 237, 2457, 1837, 1838, 1511, 1839, 1591]",14
1375,ham,We're finally ready fyi,0,finally ready fyi,"[512, 185, 1090]",3
1376,ham,Auntie huai juan never pick up her phone,0,auntie huai juan pick phone,"[2613, 4768, 2920, 73, 36]",5
1377,spam,Double Mins & Double Txt & 1/2 price Linerental on Latest Orange Bluetooth mobiles. Call MobileUpd8 for the very latest offers. 08000839402 or call2optout/LF56,1,double min   double txt   12 price linerental late orange bluetooth mobile mobileupd8 late offer 08000839402 call2optoutlf56,"[346, 77, 346, 24, 536, 314, 1405, 68, 262, 812, 34, 490, 68, 152, 521, 2921]",16
1378,ham,"Ya tel, wats ur problem..",0,ya tel wat ur problem,"[124, 577, 58, 4, 187]",5
1379,spam,No. 1 Nokia Tone 4 ur mob every week! Just txt NOK to 87021. 1st Tone FREE ! so get txtin now and tell ur friends. 150p/tone. 16 reply HL 4info,1,1 nokia tone 4 ur mob week txt nok 87021 1st tone free   txtin tell ur friend 150ptone 16 reply hl 4info,"[79, 104, 96, 7, 4, 312, 39, 24, 2861, 2082, 200, 96, 12, 1644, 21, 4, 63, 1399, 131, 29, 1080, 1645]",22
1380,ham,i dnt wnt to tlk wid u,0,dnt wnt tlk wid u,"[581, 1142, 2922, 382, 1]",5
1381,ham,"We spend our days waiting for the ideal path to appear in front of us.. But what we forget is.. \paths are made by walking.. not by waiting..\"" Goodnight!""",0,spend day wait ideal path appear forget path walk wait goodnight,"[364, 16, 50, 2923, 2924, 4769, 173, 2924, 259, 50, 889]",11
1382,ham,Its ok my arm is feeling weak cuz i got a shot so we can go another time,0,ok arm feel weak cuz shot time,"[10, 1211, 64, 1265, 961, 2925, 18]",7
1383,ham,Please reserve ticket on saturday eve from chennai to thirunelvali and again from tirunelvali to chennai on sunday eve...i already see in net..no ticket available..i want to book ticket through tackle ..,0,reserve ticket saturday eve chennai thirunelvali tirunelvali chennai sunday evei netno ticket availablei want book ticket tackle,"[2109, 478, 473, 421, 610, 4770, 2926, 610, 859, 4771, 4772, 478, 4773, 15, 199, 478, 4774]",17
1384,ham,"Storming msg: Wen u lift d phne, u say \HELLO\"" Do u knw wt is d real meaning of HELLO?? . . . It's d name of a girl..! . . . Yes.. And u knw who is dat girl?? \""Margaret Hello\"" She is d girlfrnd f Grahmbell who invnted telphone... . . . . Moral:One can 4get d name of a person bt not his girlfrnd... G o o d n i g h t . . .@""",0,storm msg wen u lift d phne u hello u knw wt d real meaning hello     d girl     yes u knw dat girl margaret hello d girlfrnd f grahmbell invnte telphone      moralone 4get d person bt girlfrnd g o o d n g h t,"[2110, 82, 313, 1, 792, 30, 2111, 1, 146, 1, 460, 2112, 30, 209, 1216, 146, 30, 142, 75, 1, 460, 181, 142, 2113, 146, 30, 1217, 843, 2114, 2115, 2116, 2117, 1661, 30, 139, 305, 1217, 216, 405, 405, 30, 35, 216, 1520, 356]",45
1385,ham,That's ok. I popped in to ask bout something and she said you'd been in. Are you around tonght wen this girl comes?,0,s ok pop ask bout d tonght wen girl come,"[6, 10, 1025, 42, 523, 30, 4775, 313, 142, 5]",10
1386,ham,All e best 4 ur exam later.,0,e good 4 ur exam later,"[78, 9, 7, 4, 484, 40]",6
1387,ham,Hope ur head doesn't hurt 2 much ! Am ploughing my way through a pile of ironing ! Staying in with a chinky tonight come round if you like.,0,hope ur head hurt 2   plough way pile iron   stay chinky tonight come round like,"[46, 4, 365, 236, 3, 4776, 66, 4777, 2531, 214, 4778, 114, 5, 810, 14]",15
1388,ham,Oh k.i think most of wi and nz players unsold.,0,oh ki think wi nz player unsold,"[53, 1106, 22, 4779, 4780, 379, 2118]",7
1389,ham,"Haha... Where got so fast lose weight, thk muz go 4 a month den got effect... Gee,later we go aust put bk e weight.",0,haha got fast lose weight thk muz 4 month den effect geelater aust bk e weight,"[149, 344, 386, 186, 1016, 145, 678, 7, 171, 252, 1581, 4781, 4782, 2927, 78, 1016]",16
1390,ham,"I wonder how you got online, my love ? Had you gone to the net cafe ? Did you get your phone recharged ? Were you on a friends net ? I think of you, boytoy",0,wonder online love   net cafe   phone recharge   friend net   think boytoy,"[339, 370, 19, 974, 1406, 36, 2928, 63, 974, 22, 483]",11
1391,ham,"Haha just kidding, papa needs drugs",0,haha kid papa need drug,"[149, 558, 4783, 23, 531]",5
1392,ham,"Thk shld b can... Ya, i wana go 4 lessons... Haha, can go for one whole stretch...",0,thk shld b ya wana 4 lesson haha stretch,"[145, 2119, 108, 124, 687, 7, 299, 149, 2929]",9
1393,ham,Oh ok..,0,oh ok,"[53, 10]",2
1394,ham,R we still meeting 4 dinner tonight?,0,r meet 4 dinner tonight,"[32, 56, 7, 220, 114]",5
1395,ham,Thats cool! I am a gentleman and will treat you with dignity and respect.,0,s cool gentleman treat dignity respect,"[6, 179, 1798, 408, 1799, 1800]",6
1396,ham,Shall i start from hear.,0,shall start hear,"[270, 101, 174]",3
1397,ham,Then we wait 4 u lor... No need 2 feel bad lar...,0,wait 4 u lor need 2 feel bad lar,"[50, 7, 1, 27, 23, 3, 64, 191, 194]",9
1398,ham,No did you check? I got his detailed message now,0,check detailed message,"[128, 4784, 61]",3
1399,ham,You have registered Sinco as Payee. Log in at icicibank.com and enter URN  &lt;#&gt;  to confirm. Beware of frauds. Do NOT share or disclose URN to anyone.,0,register sinco payee log icicibankcom enter urn   ltgt   confirm beware fraud share disclose urn,"[682, 2930, 2931, 482, 2932, 316, 1662, 11, 567, 2120, 2933, 770, 2934, 1662]",14
1400,ham,"No, I decided that only people who care about stuff vote and caring about stuff is for losers",0,decide people care stuff vote care stuff loser,"[292, 137, 93, 154, 1218, 93, 154, 4785]",8
1401,ham,Kaiez... Enjoy ur tuition... Gee... Thk e second option sounds beta... I'll go yan jiu den msg u...,0,kaiez enjoy ur tuition gee thk e second option sound beta ill yan jiu den msg u,"[2935, 170, 4, 1663, 1407, 145, 78, 375, 2121, 285, 4786, 17, 1307, 1308, 252, 82, 1]",17
1402,ham,You have registered Sinco as Payee. Log in at icicibank.com and enter URN  &lt;#&gt;  to confirm. Beware of frauds. Do NOT share or disclose URN to anyone.,0,register sinco payee log icicibankcom enter urn   ltgt   confirm beware fraud share disclose urn,"[682, 2930, 2931, 482, 2932, 316, 1662, 11, 567, 2120, 2933, 770, 2934, 1662]",14
1403,ham,cool. We will have fun practicing making babies!,0,cool fun practice baby,"[179, 243, 1664, 250]",4
1404,ham,Actually getting ready to leave the house.,0,actually ready leave house,"[251, 185, 54, 212]",4
1405,ham,K..k..any special today?,0,kkany special today,"[4787, 162, 25]",3
1406,spam,"URGENT, IMPORTANT INFORMATION FOR O2 USER. TODAY IS YOUR LUCKY DAY! 2 FIND OUT WHY LOG ONTO HTTP://WWW.URAWINNER.COM THERE IS A FANTASTIC SURPRISE AWAITING FOR YOU",1,urgent important information o2 user today lucky day 2 find log httpwwwurawinnercom fantastic surprise await,"[109, 309, 659, 1390, 837, 25, 453, 16, 3, 71, 482, 1207, 757, 660, 288]",15
1408,ham,"I've got ten bucks, jay is being noncomittal",0,ve buck jay noncomittal,"[67, 975, 551, 4788]",4
1409,ham,Where at were hungry too,0,hungry,[537],1
1410,ham,Pls speak to that customer machan.,0,pls speak customer machan,"[59, 159, 116, 1483]",4
1411,ham,somewhere out there beneath the pale moon light someone think in of u some where out there where dreams come true... goodnite &amp; sweet dreams,0,beneath pale moon light think u dream come true goodnite amp sweet dream,"[2936, 2937, 921, 489, 22, 1, 281, 5, 310, 2122, 80, 208, 281]",13
1412,ham,"Wen ur lovable bcums angry wid u, dnt take it seriously.. Coz being angry is d most childish n true way of showing deep affection, care n luv!.. kettoda manda... Have nice day da.",0,wen ur lovable bcum angry wid u dnt seriously coz angry d childish n true way deep affection care n luv kettoda manda nice day da,"[313, 4, 728, 1288, 436, 382, 1, 581, 775, 418, 436, 30, 1289, 35, 310, 66, 683, 1516, 93, 35, 203, 1517, 1518, 120, 16, 43]",26
1413,spam,Dear U've been invited to XCHAT. This is our final attempt to contact u! Txt CHAT to 86688 150p/MsgrcvdHG/Suite342/2Lands/Row/W1J6HL LDN 18 yrs,1,dear uve invite xchat final attempt contact u txt chat 86688 150pmsgrcvdhgsuite3422landsroww1j6hl ldn 18 yrs,"[57, 980, 360, 1384, 424, 338, 92, 1, 24, 118, 420, 1665, 746, 175, 922]",15
1414,ham,So wats ur opinion abt him and how abt is character?,0,wat ur opinion abt abt character,"[58, 4, 753, 302, 302, 1008]",6
1415,ham,Jay is snickering and tells me that x is totally fucking up the chords as we speak,0,jay snicker tell x totally fucking chord speak,"[551, 4789, 21, 136, 1408, 553, 4790, 159]",8
1416,ham,No..few hours before.went to hair cut .,0,nofew hour beforewent hair cut,"[4791, 135, 4792, 328, 476]",5
1417,ham,No wonder... Cos i dun rem seeing a silver car... But i thk i saw a black one...,0,wonder cos dun rem silver car thk black,"[339, 89, 125, 1409, 2938, 165, 145, 1205]",8
1418,ham,Lmao. Take a pic and send it to me.,0,lmao pic send,"[1219, 241, 13]",3
1419,ham,"\Speak only when you feel your words are better than the silence...\"" Gud mrng:-)""",0,speak feel word silence gud mrng,"[159, 64, 122, 2939, 111, 513]",6
1420,ham,No. She's currently in scotland for that.,0,s currently scotland,"[6, 585, 1781]",3
1421,ham,Do you work all this week ?,0,work week,"[38, 39]",2
1422,spam,Congratulations ur awarded either å£500 of CD gift vouchers & Free entry 2 our å£100 weekly draw txt MUSIC to 87066 TnCs www.Ldew.com 1 win150ppmx3age16,1,congratulation ur award å500 cd gift voucher   free entry 2 å100 weekly draw txt music 87066 tnc wwwldewcom 1 win150ppmx3age16,"[517, 4, 107, 422, 579, 287, 204, 12, 298, 3, 368, 335, 166, 24, 352, 580, 890, 2940, 79, 4793]",20
1423,ham,Lol great now im getting hungry.,0,lol great m hungry,"[95, 52, 2, 537]",4
1424,ham,Yes.. now only saw your message..,0,yes message,"[75, 61]",2
1425,ham,I'll be at mu in like  &lt;#&gt;  seconds,0,ill mu like   ltgt   second,"[17, 539, 14, 11, 375]",5
1426,ham,Ok...,0,ok,[10],1
1427,ham,THING R GOOD THANX GOT EXAMS IN MARCH IVE DONE NO REVISION? IS FRAN STILL WITH BOYF? IVE GOTTA INTERVIW 4 EXETER BIT WORRIED!x,0,thing r good thanx exam march ve revision fran boyf ve interviw 4 exeter bit worriedx,"[51, 32, 9, 260, 484, 576, 67, 2941, 2093, 4794, 67, 4795, 7, 2942, 156, 4796]",16
1428,ham,"Tell you what, if you make a little spreadsheet and track whose idea it was to smoke to determine who \smokes too much\"" for the entire month of february I'll come up""",0,tell little spreadsheet track idea smoke determine smoke entire month february ill come,"[21, 269, 4797, 1120, 703, 306, 2943, 306, 4798, 171, 1655, 17, 5]",13
1429,spam,For sale - arsenal dartboard. Good condition but no doubles or trebles!,1,sale   arsenal dartboard good condition double treble,"[839, 2123, 4799, 9, 1154, 346, 4800]",7
1430,ham,Don't look back at the building because you have no coat and i don't want you to get more sick. Just hurry home and wear a coat to the gym!!!,0,look building coat want sick hurry home wear coat gym,"[97, 1986, 2944, 15, 777, 826, 26, 840, 2944, 649]",10
1431,ham,"My painful personal thought- \I always try to keep everybody happy all the time. But nobody recognises me when i am alone\""""",0,painful personal thought try everybody happy time recognise,"[2124, 1108, 848, 48, 2125, 60, 18, 1892]",8
1432,ham,Thanks for ve lovely wisheds. You rock,0,thank ve lovely wished rock,"[65, 67, 532, 4801, 552]",5
1433,ham,You intrepid duo you! Have a great time and see you both soon. ,0,intrepid duo great time soon,"[4802, 4803, 52, 18, 112]",5
1434,ham,I asked sen to come chennai and search for job.,0,ask sen come chennai search job,"[42, 2126, 5, 610, 359, 163]",6
1435,ham,Dad went out oredi... ,0,dad oredi,"[271, 515]",2
1436,ham,"I jus hope its true that  missin me cos i'm really missin him! You haven't done anything to feel guilty about, yet.",0,ju hope true   missin cos m missin feel guilty,"[691, 46, 310, 2127, 89, 2, 2127, 64, 2128]",9
1437,ham,Wat so late still early mah. Or we juz go 4 dinner lor. Aiya i dunno...,0,wat late early mah juz 4 dinner lor aiya dunno,"[58, 68, 150, 574, 315, 7, 220, 27, 1666, 261]",10
1438,ham,"Arms fine, how's Cardiff and uni? ",0,arm fine s cardiff uni,"[1211, 155, 6, 2129, 1389]",5
1439,ham,In fact when do you leave? I think addie goes back to school tues or wed,0,fact leave think addie school tue d,"[710, 54, 22, 2130, 272, 2131, 30]",7
1440,ham,"Cool breeze... Bright sun... Fresh flower... Twittering birds... All these waiting to wish u: \GOODMORNING &amp; HAVE A NICE DAY\"" :)""",0,cool breeze bright sun fresh flower twitter bird wait wish u goodmorning amp nice day,"[179, 4804, 1667, 496, 4805, 1049, 4806, 1040, 50, 102, 1, 633, 80, 120, 16]",15
1441,ham,Ya:)going for restaurant..,0,yagoe restaurant,"[4807, 2945]",2
1442,ham,"Its ok., i just askd did u knw tht no?",0,ok askd u knw tht,"[10, 626, 1, 460, 611]",5
1443,spam,Free 1st week entry 2 TEXTPOD 4 a chance 2 win 40GB iPod or å£250 cash every wk. Txt POD to 84128 Ts&Cs www.textpod.net custcare 08712405020.,1,free 1st week entry 2 textpod 4 chance 2 win 40 gb ipod å250 cash wk txt pod 84128 tscs wwwtextpodnet custcare 08712405020,"[12, 200, 39, 298, 3, 2946, 7, 183, 3, 33, 822, 1009, 647, 491, 90, 329, 24, 1668, 2865, 651, 2947, 1019, 1646]",23
1444,ham,Those ducking chinchillas,0,duck chinchilla,"[4808, 4809]",2
1445,ham,I am in a marriage function,0,marriage function,"[1163, 2948]",2
1446,ham,Looks like u wil b getting a headstart im leaving here bout 2.30ish but if u r desperate for my company I could head in earlier-we were goin to meet in rummer.,0,look like u wil b headstart m leave bout 230ish u r desperate company head earlierwe goin meet rummer,"[97, 14, 1, 417, 108, 4810, 2, 54, 523, 4811, 1, 32, 2949, 435, 365, 4812, 388, 56, 4813]",19
1447,ham,DonÛ÷t give a flying monkeys wot they think and I certainly donÛ÷t mind. Any friend of mine and all that!,0,donût fly monkey wot think certainly donût mind friend,"[1096, 1410, 2132, 336, 22, 2133, 1096, 188, 63]",9
1448,spam,As a registered optin subscriber ur draw 4 å£100 gift voucher will be entered on receipt of a correct ans to 80062 Whats No1 in the BBC charts,1,register optin subscriber ur draw 4 å100 gift voucher enter receipt correct 80062 s no1 bbc chart,"[682, 4814, 1386, 4, 166, 7, 368, 287, 204, 316, 1204, 622, 1334, 6, 832, 4815, 1853]",17
1449,ham,say thanks2. ,0,thanks2,[4816],1
1450,ham,Msg me when rajini comes.,0,msg rajini come,"[82, 4817, 5]",3
1451,ham,Ya! when are Ì_ taking ure practical lessons? I start in june..  ,0,ya ì ure practical lesson start june,"[124, 45, 747, 2950, 299, 101, 1637]",7
1452,ham,"That's good, because I need drugs",0,s good need drug,"[6, 9, 23, 531]",4
1453,ham,Stupid.its not possible,0,stupidit possible,"[2134, 924]",2
1454,ham,Can Ì_ all decide faster cos my sis going home liao..,0,ì decide fast cos sis home liao,"[45, 292, 386, 89, 457, 26, 225]",7
